pontosfrageis,pontosfortes,,
"Dentre os fatores de risco destacamos a proximidade da rede de distribuição de drogas com a escola e desmotivação em relação às atividades por parte dos alunos.
Uma grande dificuldade que encontramos no entorno da escola é o uso e o tráfico de drogas que acontece de maneira clara e aberta na rua da escola
Não existe na escola trabalho específico sobre o consumo de drogas, porém, de maneira empírica, consideramos que o álcool, a maconha e o crack façam parte das drogas mais consumidas","Dentro os fatores de proteção, citamos a relação de cooperação entre família e a escola com aproximação da comunidade com as atividades da escola, oportunidades concretas para inserção profissional do adolescente através de diversos cursos oferecidos na escola, as relações de respeito entre educador e aluno e também articulação da escola com parcerias e equipamentos sociais que fortalecem a nossa ação educativa.",3,PUD002-2014.1-A
"1-	Baixo desempenho escolar
2-	Falta de regras claras
3-	Baixas expectativas em relação às crianças
4-	Exclusão Social
5-	Falta de vínculos com as pessoas e com aprendizagem
6-	Profissionais sem capacitação
7-	Ambiente escolar sem proteção e        segurança","1-	Bom desenvolvimento escolar
2-	Oportunidade de  participação e decisão
3-	Descoberta de possibilidades (e “talentos”)pessoais
4-	Prazer em aprender
5-	Vínculos afetivos com professores e colegas
6-	Profissionais capacitados 
7-	Ambiente escolar seguro e protetor",3,PUD002-2014.1-A
"- Facilidade de acesso às drogas no município;
- Falta de perspectivas dos alunos para os estudos;
- Desmotivação para as atividades escolares;
- Famílias ausentes da escola.
- Contato com alunos usuários de drogas.","- Oferece acesso a recursos para motivar os alunos ao estudo;
- Realização de projetos de prevenção;
- Promove atividades esportivas e culturais;
- Valoriza experiências positivas de aprendizagem;
- Tem regras claras com referência de autoridade;
- Usa de muito diálogo;
- Estabelece relações de respeito entre alunos e educadores;
- Envolve os alunos em atividades de liderança, como o Grêmio Estudantil.",3,PUD002-2014.1-A
"Administração da Instituição - imposições;
Gestão pouco democrática - centrada nas decisões unilaterais;
Participação das famílias - fragilidade, pouca participação;
Políticas Educacionais - mudanças constantes por parte da Secretaria de Estado;
Recursos Materiais - falta investimentos, políticas públicas.","Trabalho Pedagógico - formação dos professores;
Equipe técnico pedagógica - profissionais da educação e saúde;
Professores - participativos e atuantes; 
Relação professor-alunos - respeito às especificidades;",3,PUD002-2014.1-A
"alunos de inúmeras comunidades;
falta de pessoal para contatos com outros atores sociais, etc;
falta conhecimento de profissionais para atuar;
relação distante entre família e escola;
individualismo refletido na falta de trabalho multidisciplinar.","grande diversidade cultural e econômica entre os alunos;
forte vínculo afetivo entre professores e alunos;
parceria com o SENAI;
corpo docente comprometido;
gestoras com pulso firme, mas maleáveis;",3,PUD002-2014.1-A
"1-	Baixo desempenho escolar
2-	Falta de regras claras
3-	Baixas expectativas em relação às crianças

4-	Exclusão Social
5-	Falta de vínculos com as pessoas e com aprendizagem

6-	Profissionais sem capacitação
7-	Ambiente escolar sem proteção e        segurança","1-	Bom desenvolvimento escolar
2-	Oportunidade de  participação e decisão

3-	Descoberta de possibilidades (e “talentos”)pessoais

4-	Prazer em aprender
5-	Vínculos afetivos com professores e colegas

6-	Profissionais capacitados 
7-	Ambiente escolar seguro e protetor",3,PUD002-2014.1-A
"Profissionais com formação de excelência que não contemplam necessidades locais, São pouco envolvidos;
Distante e isolada de grandes centros urbanos o que inibe expectativas futuras;
Afastada de atividades culturais e esportivas, mas não do álcool e de outras drogas;
Apatia dos alunos com relação ao currículo e atividades propostas, porém gostam de Artes Cênicas.","Fica dentro de uma base militar; é  segura, sem violência urbana; Tranquila como os moradores do balneário;
Local paradisíaco fica em uma reserva ambiental, cercada por praias e florestas;
 Bons profissionais, capacitados com excelente formação;
Pequena; tem aproximadamente 480 alunos, divididos em 19 turmas com uma média de 24 alunos por turma;
 Rica em material de tecnologia da Informação e Comunicação;",3,PUD002-2014.1-A
"Responsáveis que usam drogas ou álcool.
tráfico 
Localização em área de risco
Crianças e adolescentes faltosos e ficam à mercê e viram &quot;aviãozinho&quot;
Famílias que não se aproximam da Escola.","Direção comprometida
Professores preocupados em sinalizar quando percebem algo diferente com seus alunos;
Funcionários que moram na Comunidade e conhecem muitos alunos fora da Escola.
Direção que procura a família para dialogar.
Direção que busca parcerias
de trabalhos de prevenção  através de atividades do PSE.",3,PUD002-2014.1-A
"1.Falta de definição, comunicação e negociação de normas, regras e limites.

2.Incoerência na exigência de cumprimento das regras na escola.

3.Frustração e pressão diante das experiências de aprendizagem.

4.Falta de perspectiva para o futuro por parte do aluno, principalmente no Ensino Médio.","1.Relações amistosas e de cooperação entre família e escola.

2.Estímulo a pratica das atividades escolares.

3.Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos. 

4.Promoção de práticas escolares participativas, criativas e estimulantes.

5.Presença de afetividade e confiança no ambiente escolar.",3,PUD002-2014.1-A
"	o pouco envolvimento da família no desenvolvimento dos estudantes, 
	os filhos deixados pelos pais sobre a responsabilidade de avós debilitados, 
	o fácil acesso a drogas, 
	a luta contra o individualismo na busca de ser aceito por um grupo, 
	a miséria que pode incentivar nossos jovens e crianças a se tornarem pequenos traficantes.","	destacamos o desenvolvimento de atividades que desenvolvam a auto-estima,
	presença de regras claras e referências de autoridades na escola,
	valorização do aluno pela escola,
	relações de respeito entre educador e aluno, 
	a escola como um ambiente seguro e protetor.",3,PUD002-2014.1-A
"Ausência de relação de cooperação entre a família e a escola
Frustação e pressão diante das experiências de aprendizagem
Ausência de conhecimento sobre as drogas 
Distanciamento das famílias na escola e principalmente se tratando das reuniões
Falta de participação por parte dos alunos em alguns desses projetos
Ausência de vínculos afetivos entre professor e aluno, mas grande respeito entre ambos","Presença de regras claras e referências de autoridade na escola
Relação de respeito entre professor e aluno
A escola como ambiente seguro e protetor
Motivo e estímulo para as atividades escolares
Interferências de projetos cuja finalidade é abrir os olhos dos alunos em relação as drogas
Abordagem reflexiva e pedagógica junto aos alunos, centrada em uma postura protetiva e inclusiva, sem repressão e estigmatização",3,PUD002-2014.1-A
"1.Falta de definição, comunicação e negociação de normas, regras e limites.
2.Incoerência na exigência de cumprimento das regras na escola
3.Frustração e pressão diante das experiências de aprendizagem
4.Falta de perspectiva para o futuro por parte do aluno, principalmente no Ensino Médio.","1.Relações amistosas e de cooperação entre família e escola.
2.Estímulo a pratica das atividades escolares.
3.Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos. 
4.Promoção de práticas escolares participativas, criativas e estimulantes.
5.Presença de afetividade e confiança no ambiente escolar.",3,PUD002-2014.1-A
"Fatores de risco: pontos frágeis da minha escola

1-	Baixo desempenho escolar
2-	Falta de regras claras
3-	Baixas expectativas em relação às crianças

4-	Exclusão Social
5-	Falta de vínculos com as pessoas e com aprendizagem

6-	Profissionais sem capacitação
7-	Ambiente escolar sem proteção e        segurança","Fatores de proteção: pontos fortes da minha escola

1-	Bom desenvolvimento escolar
2-	Oportunidade de  participação e decisão

3-	Descoberta de possibilidades (e “talentos”)pessoais

4-	Prazer em aprender
5-	Vínculos afetivos com professores e colegas

6-	Profissionais capacitados 
7-	Ambiente escolar seguro e protetor",3,PUD002-2014.1-A
"Presença de violência para lidar com conflitos.
Presença do uso ou abuso de drogas lícitas e ilícitas na família.
Rigidez ou permissividade na negociação de regras familiares.
Ausência de relação de cooperação entre família e escola.
Relações conflituosas na família.","Sentimento de pertencimento e integração ao sistema familiar.
Pertencimento e valorização do aluno pela escola.
Presença de regras claras e referências de autoridades na escola.
Realização de programas de prevenção de envolvimento com drogas pela escola.
A escola como ambiente seguro e protetor.",3,PUD002-2014.1-A
"1 - Alunos com déficit de atenção e aprendizagem.
2 - Desinteresse dos alunos
3 - Evasão
4 - Falta de profissionais qualificados (orientados educacional, psicólogo)","1 - Bom relacionamento entre direção, professores e alunos.
2 - Trabalho coletivo  entre os professores.
3 - Oficinas, palestras relacionadas ao tema uso de drogas.
4 - Fanfarra
5 - Reunião de pais
6 - Grêmio estudantil
7 - Dia da família na escola
8 - Jogos interclasse
9 - gincanas",3,PUD002-2014.1-A
,,3,PUD002-2014.1-A
"1ª) Presença do uso de drogas no ambiente familiar;

2ª) Relações conflituosas na família;

3ª) Presença da violência doméstica;

4ª) Ausência de referência de autoridade e limites.","1ª) Os pontos fortes da escola estão sustentados na relação aluno x professor x família;

2ª) Experiências positivas de aprendizagem;

3ª) Estímulo e motivação para as atividades escolares;

4ª) Relação de respeito.",3,PUD002-2014.1-A
